timestamp_ms,excursion_id,event,symbol,direction,residual_bps,threshold_bps,net_margin_bps,spread_bps,binance_move_bps,mexc_move_bps,binance_age_ms,mexc_age_ms,reject_reason,signal_to_order_latency_ms,live_pnl_usdt,move_bps,mfe_bps,mae_bps,exit_reason,hold_ms,filled_qty,effective_leverage,live_notional_usdt,demo_entry_fee_usdt,demo_exit_fee_usdt,demo_gross_pnl_usdt,demo_net_pnl_usdt,exit_residual_bps,decision_demo_net_bps,signal_detected_ms,demo_book_lookup_start_ms,demo_book_lookup_end_ms,ioc_call_start_ms,ioc_post_start_ms,ioc_post_response_ms,ioc_confirmed_ms,reconciliation_start_ms,position_visible_ms,signal_to_ioc_post_ms,ioc_post_roundtrip_ms,ioc_confirmation_ms,reconciliation_ms,signal_to_position_visible_ms
1786794144846,2f1035c0b68945cba92ae404821a31ab,crossing,LINK_USDT,-1,-2.154127856,1.276947930,0.877179926,1.076947930,-2.154127856,0.000000000,0.000,190.000,,,,,,,,,,,,,,,,,,1786794144846.359,,,,,,,,,,,,,
1786794144848,2f1035c0b68945cba92ae404821a31ab,demo_ioc_request,LINK_USDT,-1,-2.154127856,1.276947930,0.877179926,1.076947930,-2.154127856,0.000000000,4.000,194.000,,2.630,,,,,,,,,,,,,,,,1786794144846.359,1786794144848.069,1786794144848.077,1786794144848.989,,,,,,,,,,
1786794146486,2f1035c0b68945cba92ae404821a31ab,demo_ioc_response,LINK_USDT,-1,-2.154127856,1.276947930,0.877179926,1.076947930,-2.154127856,0.000000000,4.000,194.000,,2.630,,,,,,,,,,,,,,,,1786794144846.359,1786794144848.069,1786794144848.077,1786794144848.989,1786794144870.123,1786794145167.198,1786794146486.659,,,23.764,297.075,1616.536,,
1786794151879,2f1035c0b68945cba92ae404821a31ab,rejected,LINK_USDT,-1,-2.154127856,1.276947930,0.877179926,1.076947930,-2.154127856,0.000000000,4.000,194.000,demo_ioc_unfilled_or_pending,2.630,,,,,,,,,,,,,,,,1786794144846.359,1786794144848.069,1786794144848.077,1786794144848.989,1786794144870.123,1786794145167.198,1786794146486.659,1786794146488.033,,23.764,297.075,1616.536,,
1786794207744,f8ca0dcc2c8d4d83ac1dcc3d8556a534,crossing,LINK_USDT,1,3.234385219,1.278457805,1.955927414,1.078457805,1.078399656,0.000000000,0.000,186.000,,,,,,,,,,,,,,,,,,1786794207744.541,,,,,,,,,,,,,
1786794207746,f8ca0dcc2c8d4d83ac1dcc3d8556a534,demo_ioc_request,LINK_USDT,1,3.234385219,1.278457805,1.955927414,1.078457805,1.078399656,0.000000000,4.000,190.000,,1.653,,,,,,,,,,,,,,,,1786794207744.541,1786794207745.632,1786794207745.639,1786794207746.194,,,,,,,,,,
1786794208705,f8ca0dcc2c8d4d83ac1dcc3d8556a534,demo_ioc_response,LINK_USDT,1,3.234385219,1.278457805,1.955927414,1.078457805,1.078399656,0.000000000,4.000,190.000,,1.653,,,,,,,,,,,,,,,,1786794207744.541,1786794207745.632,1786794207745.639,1786794207746.194,1786794207764.175,1786794208113.058,1786794208396.507,,,19.634,348.884,632.333,,
1786794209037,f8ca0dcc2c8d4d83ac1dcc3d8556a534,demo_position_visible,LINK_USDT,1,3.234385219,1.278457805,1.955927414,1.078457805,1.078399656,0.000000000,4.000,190.000,,,,,,,,,1077.8,200,,,,,,,,1786794207744.541,1786794207745.632,1786794207745.639,1786794207746.194,1786794207764.175,1786794208113.058,1786794208396.507,1786794208706.415,1786794209037.467,19.634,348.884,632.333,331.052,1292.926
1786794210460,f8ca0dcc2c8d4d83ac1dcc3d8556a534,demo_exit,LINK_USDT,1,3.234385219,1.278457805,1.955927414,1.078457805,1.078399656,0.000000000,4.000,190.000,,,1.077800000,1.078399655,1.078399655,0.000000000,microspread_converged,1558.459,1077.8,200,9994.439400000,1.998887880,1.998612120,-1.077800000,-5.075300000,0.000000000,-5.078183975,1786794207744.541,1786794207745.632,1786794207745.639,1786794207746.194,1786794207764.175,1786794208113.058,1786794208396.507,1786794208706.415,1786794209037.467,19.634,348.884,632.333,331.052,1292.926
1786794217215,633c6bd0ef0e4933982b4898989d3258,crossing,LINK_USDT,-1,-1.617584941,1.278225241,0.339359700,1.078225241,-2.156683030,0.000000000,0.000,646.000,,,,,,,,,,,,,,,,,,1786794217215.363,,,,,,,,,,,,,
1786794217216,633c6bd0ef0e4933982b4898989d3258,demo_ioc_request,LINK_USDT,-1,-1.617584941,1.278225241,0.339359700,1.078225241,-2.156683030,0.000000000,1.000,647.000,,0.878,,,,,,,,,,,,,,,,1786794217215.363,1786794217216.012,1786794217216.015,1786794217216.241,,,,,,,,,,
1786794218076,633c6bd0ef0e4933982b4898989d3258,demo_ioc_response,LINK_USDT,-1,-1.617584941,1.278225241,0.339359700,1.078225241,-2.156683030,0.000000000,1.000,647.000,,0.878,,,,,,,,,,,,,,,,1786794217215.363,1786794217216.012,1786794217216.015,1786794217216.241,1786794217226.404,1786794217522.418,1786794217791.224,,,11.041,296.014,564.820,,
1786794218354,633c6bd0ef0e4933982b4898989d3258,demo_position_visible,LINK_USDT,-1,-1.617584941,1.278225241,0.339359700,1.078225241,-2.156683030,0.000000000,1.000,647.000,,,,,,,,,1078.8,200,,,,,,,,1786794217215.363,1786794217216.012,1786794217216.015,1786794217216.241,1786794217226.404,1786794217522.418,1786794217791.224,1786794218077.507,1786794218354.771,11.041,296.014,564.820,277.264,1139.408
1786794219475,633c6bd0ef0e4933982b4898989d3258,demo_exit,LINK_USDT,-1,-1.617584941,1.278225241,0.339359700,1.078225241,-2.156683030,0.000000000,1.000,647.000,,,-0.000000000,-0.000000000,0.000000000,0.000000000,microspread_reversed,1158.731,1078.8,200,10004.791200000,2.000958240,2.001141760,-1.078800000,-5.080900000,0.539098089,-5.078499030,1786794217215.363,1786794217216.012,1786794217216.015,1786794217216.241,1786794217226.404,1786794217522.418,1786794217791.224,1786794218077.507,1786794218354.771,11.041,296.014,564.820,277.264,1139.408
1786794223284,0d192e77f88d4c39b57e86ebef29e6d2,crossing,LINK_USDT,1,1.617643098,1.278457805,0.339185292,1.078457805,1.078399656,0.000000000,0.000,811.000,,,,,,,,,,,,,,,,,,1786794223284.371,,,,,,,,,,,,,
1786794223286,0d192e77f88d4c39b57e86ebef29e6d2,demo_ioc_request,LINK_USDT,1,1.617643098,1.278457805,0.339185292,1.078457805,1.078399656,0.000000000,3.000,814.000,,1.813,,,,,,,,,,,,,,,,1786794223284.371,1786794223285.662,1786794223285.667,1786794223286.184,,,,,,,,,,
1786794224174,0d192e77f88d4c39b57e86ebef29e6d2,demo_ioc_response,LINK_USDT,1,1.617643098,1.278457805,0.339185292,1.078457805,1.078399656,0.000000000,3.000,814.000,,1.813,,,,,,,,,,,,,,,,1786794223284.371,1786794223285.662,1786794223285.667,1786794223286.184,1786794223301.356,1786794223602.816,1786794223879.374,,,16.985,301.460,578.017,,
1786794224457,0d192e77f88d4c39b57e86ebef29e6d2,demo_position_visible,LINK_USDT,1,1.617643098,1.278457805,0.339185292,1.078457805,1.078399656,0.000000000,3.000,814.000,,,,,,,,,1077.8,200,,,,,,,,1786794223284.371,1786794223285.662,1786794223285.667,1786794223286.184,1786794223301.356,1786794223602.816,1786794223879.374,1786794224175.303,1786794224457.122,16.985,301.460,578.017,281.818,1172.750
1786794226063,0d192e77f88d4c39b57e86ebef29e6d2,demo_exit,LINK_USDT,1,1.617643098,1.278457805,0.339185292,1.078457805,1.078399656,0.000000000,3.000,814.000,,,0.000000000,0.000000000,0.000000000,0.000000000,microspread_converged,1190.681,1077.8,200,9994.439400000,1.998887880,1.998612120,-1.077800000,-5.075300000,0.000000000,-5.078183975,1786794223284.371,1786794223285.662,1786794223285.667,1786794223286.184,1786794223301.356,1786794223602.816,1786794223879.374,1786794224175.303,1786794224457.122,16.985,301.460,578.017,281.818,1172.750
1786794329216,d842be6ca046496a9c8b877b0249e8d5,crossing,LINK_USDT,-1,-1.616307178,1.276716016,0.339591162,1.076716016,-0.538372500,0.000000000,0.000,203.000,,,,,,,,,,,,,,,,,,1786794329216.547,,,,,,,,,,,,,
1786794329218,d842be6ca046496a9c8b877b0249e8d5,demo_ioc_request,LINK_USDT,-1,-1.616307178,1.276716016,0.339591162,1.076716016,-0.538372500,0.000000000,4.000,207.000,,1.475,,,,,,,,,,,,,,,,1786794329216.547,1786794329217.545,1786794329217.549,1786794329218.022,,,,,,,,,,
1786794330931,d842be6ca046496a9c8b877b0249e8d5,demo_ioc_response,LINK_USDT,-1,-1.616307178,1.276716016,0.339591162,1.076716016,-0.538372500,0.000000000,4.000,207.000,,1.475,,,,,,,,,,,,,,,,1786794329216.547,1786794329217.545,1786794329217.549,1786794329218.022,1786794329230.062,1786794329539.715,1786794330931.457,,,13.515,309.653,1701.395,,
1786794336340,d842be6ca046496a9c8b877b0249e8d5,rejected,LINK_USDT,-1,-1.616307178,1.276716016,0.339591162,1.076716016,-0.538372500,0.000000000,4.000,207.000,demo_ioc_unfilled_or_pending,1.475,,,,,,,,,,,,,,,,1786794329216.547,1786794329217.545,1786794329217.549,1786794329218.022,1786794329230.062,1786794329539.715,1786794330931.457,1786794330932.572,,13.515,309.653,1701.395,,
1786794348084,170f60c3537f4cdeb2755150fa9ecae7,crossing,LINK_USDT,1,1.615465392,1.277063924,0.338401468,1.077063924,1.615465392,0.000000000,0.000,200.000,,,,,,,,,,,,,,,,,,1786794348084.490,,,,,,,,,,,,,
1786794348085,170f60c3537f4cdeb2755150fa9ecae7,demo_ioc_request,LINK_USDT,1,1.615465392,1.277063924,0.338401468,1.077063924,1.615465392,0.000000000,3.000,203.000,,1.194,,,,,,,,,,,,,,,,1786794348084.490,1786794348085.433,1786794348085.459,1786794348085.684,,,,,,,,,,
1786794349919,170f60c3537f4cdeb2755150fa9ecae7,demo_ioc_response,LINK_USDT,1,1.615465392,1.277063924,0.338401468,1.077063924,1.615465392,0.000000000,3.000,203.000,,1.194,,,,,,,,,,,,,,,,1786794348084.490,1786794348085.433,1786794348085.459,1786794348085.684,1786794348097.872,1786794348397.183,1786794349919.172,,,13.381,299.311,1821.301,,
1786794353082,170f60c3537f4cdeb2755150fa9ecae7,demo_position_visible,LINK_USDT,1,1.615465392,1.277063924,0.338401468,1.077063924,1.615465392,0.000000000,3.000,203.000,,,,,,,,,1076.3,200,,,,,,,,1786794348084.490,1786794348085.433,1786794348085.459,1786794348085.684,1786794348097.872,1786794348397.183,1786794349919.172,1786794349920.874,1786794353082.670,13.381,299.311,1821.301,3161.797,4998.180
1786794355064,170f60c3537f4cdeb2755150fa9ecae7,demo_exit,LINK_USDT,1,1.615465392,1.277063924,0.338401468,1.077063924,1.615465392,0.000000000,3.000,203.000,,,6.457800000,6.462035541,6.462035541,0.000000000,microspread_converged,5012.906,1076.3,200,9993.445500000,0.000000000,3.998800000,5.381500000,1.382700000,0.000000000,3.383372819,1786794348084.490,1786794348085.433,1786794348085.459,1786794348085.684,1786794348097.872,1786794348397.183,1786794349919.172,1786794349920.874,1786794353082.670,13.381,299.311,1821.301,3161.797,4998.180
1786794360180,5b9dcf5522e34e44a796aea7a6f4c6e2,crossing,LINK_USDT,-1,-2.152389154,1.276136669,0.876252485,1.076136669,-1.076194577,0.000000000,0.000,287.000,,,,,,,,,,,,,,,,,,1786794360180.149,,,,,,,,,,,,,
1786794360181,5b9dcf5522e34e44a796aea7a6f4c6e2,demo_ioc_request,LINK_USDT,-1,-2.152389154,1.276136669,0.876252485,1.076136669,-1.076194577,0.000000000,3.000,290.000,,1.085,,,,,,,,,,,,,,,,1786794360180.149,1786794360180.937,1786794360180.939,1786794360181.234,,,,,,,,,,
1786794362072,5b9dcf5522e34e44a796aea7a6f4c6e2,demo_ioc_response,LINK_USDT,-1,-2.152389154,1.276136669,0.876252485,1.076136669,-1.076194577,0.000000000,3.000,290.000,,1.085,,,,,,,,,,,,,,,,1786794360180.149,1786794360180.937,1786794360180.939,1786794360181.234,1786794360198.388,1786794360574.510,1786794362072.049,,,18.240,376.121,1873.661,,
1786794366261,5b9dcf5522e34e44a796aea7a6f4c6e2,demo_position_visible,LINK_USDT,-1,-2.152389154,1.276136669,0.876252485,1.076136669,-1.076194577,0.000000000,3.000,290.000,,,,,,,,,1076.8,200,,,,,,,,1786794360180.149,1786794360180.937,1786794360180.939,1786794360181.234,1786794360198.388,1786794360574.510,1786794362072.049,1786794362072.986,1786794366261.864,18.240,376.121,1873.661,4188.878,6081.715
1786794373224,5b9dcf5522e34e44a796aea7a6f4c6e2,demo_exit,LINK_USDT,-1,-2.152389154,1.276136669,0.876252485,1.076136669,-1.076194577,0.000000000,3.000,290.000,,,5.384000000,5.380972880,5.380972880,0.000000000,microspread_converged,6099.693,1076.8,200,10005.625600000,0.000000000,4.001300000,4.307200000,0.305900000,0.000000000,2.305639260,1786794360180.149,1786794360180.937,1786794360180.939,1786794360181.234,1786794360198.388,1786794360574.510,1786794362072.049,1786794362072.986,1786794366261.864,18.240,376.121,1873.661,4188.878,6081.715
1786794391853,726b2c1a6c664bf3bfbd8e521963eeb3,crossing,LINK_USDT,1,3.231365819,1.277295987,1.954069832,1.077295987,3.231365819,0.000000000,0.000,107.000,,,,,,,,,,,,,,,,,,1786794391853.475,,,,,,,,,,,,,
1786794391854,726b2c1a6c664bf3bfbd8e521963eeb3,demo_ioc_request,LINK_USDT,1,3.231365819,1.277295987,1.954069832,1.077295987,3.231365819,0.000000000,3.000,110.000,,1.454,,,,,,,,,,,,,,,,1786794391853.475,1786794391854.359,1786794391854.361,1786794391854.929,,,,,,,,,,
1786794393212,726b2c1a6c664bf3bfbd8e521963eeb3,demo_ioc_response,LINK_USDT,1,3.231365819,1.277295987,1.954069832,1.077295987,3.231365819,0.000000000,3.000,110.000,,1.454,,,,,,,,,,,,,,,,1786794391853.475,1786794391854.359,1786794391854.361,1786794391854.929,1786794391870.507,1786794392198.383,1786794393212.949,,,17.032,327.876,1342.443,,
1786794398541,726b2c1a6c664bf3bfbd8e521963eeb3,rejected,LINK_USDT,1,3.231365819,1.277295987,1.954069832,1.077295987,3.231365819,0.000000000,3.000,110.000,demo_ioc_unfilled_or_pending,1.454,,,,,,,,,,,,,,,,1786794391853.475,1786794391854.359,1786794391854.361,1786794391854.929,1786794391870.507,1786794392198.383,1786794393212.949,1786794393214.153,,17.032,327.876,1342.443,,
1786794562411,df99578c5c9744d4965e3fc26d07dc78,crossing,LINK_USDT,-1,-2.152273347,1.276020875,0.876252472,1.076020875,-2.152273347,0.000000000,0.000,27.000,,,,,,,,,,,,,,,,,,1786794562411.492,,,,,,,,,,,,,
1786794562412,df99578c5c9744d4965e3fc26d07dc78,demo_ioc_request,LINK_USDT,-1,-2.152273347,1.276020875,0.876252472,1.076020875,-2.152273347,0.000000000,2.000,29.000,,1.036,,,,,,,,,,,,,,,,1786794562411.492,1786794562412.289,1786794562412.291,1786794562412.528,,,,,,,,,,
1786794563137,df99578c5c9744d4965e3fc26d07dc78,demo_ioc_response,LINK_USDT,-1,-2.152273347,1.276020875,0.876252472,1.076020875,-2.152273347,0.000000000,2.000,29.000,,1.036,,,,,,,,,,,,,,,,1786794562411.492,1786794562412.289,1786794562412.291,1786794562412.528,1786794562424.905,1786794562861.428,1786794563137.461,,,13.412,436.523,712.557,,
1786794568821,df99578c5c9744d4965e3fc26d07dc78,rejected,LINK_USDT,-1,-2.152273347,1.276020875,0.876252472,1.076020875,-2.152273347,0.000000000,2.000,29.000,demo_ioc_unfilled_or_pending,1.036,,,,,,,,,,,,,,,,1786794562411.492,1786794562412.289,1786794562412.291,1786794562412.528,1786794562424.905,1786794562861.428,1786794563137.461,1786794563138.570,,13.412,436.523,712.557,,
1786794586343,93a5e34d1e744129a3e6dc75ed692864,crossing,XRP_USDT,1,1.497155406,1.198153416,0.299001990,0.998153416,0.998103604,0.000000000,0.000,277.000,,,,,,,,,,,,,,,,,,1786794586343.715,,,,,,,,,,,,,
1786794586345,93a5e34d1e744129a3e6dc75ed692864,demo_ioc_request,XRP_USDT,1,1.497155406,1.198153416,0.299001990,0.998153416,0.998103604,0.000000000,3.000,280.000,,1.882,,,,,,,,,,,,,,,,1786794586343.715,1786794586345.010,1786794586345.014,1786794586345.596,,,,,,,,,,
1786794587272,93a5e34d1e744129a3e6dc75ed692864,demo_ioc_response,XRP_USDT,1,1.497155406,1.198153416,0.299001990,0.998153416,0.998103604,0.000000000,3.000,280.000,,1.882,,,,,,,,,,,,,,,,1786794586343.715,1786794586345.010,1786794586345.014,1786794586345.596,1786794586361.744,1786794586655.261,1786794586931.311,,,18.029,293.518,569.567,,
1786794587601,93a5e34d1e744129a3e6dc75ed692864,demo_position_visible,XRP_USDT,1,1.497155406,1.198153416,0.299001990,0.998153416,0.998103604,0.000000000,3.000,280.000,,,,,,,,,9975,200,,,,,,,,1786794586343.715,1786794586345.010,1786794586345.014,1786794586345.596,1786794586361.744,1786794586655.261,1786794586931.311,1786794587273.570,1786794587601.601,18.029,293.518,569.567,328.031,1257.886
1786794589456,93a5e34d1e744129a3e6dc75ed692864,demo_exit,XRP_USDT,1,1.497155406,1.198153416,0.299001990,0.998153416,0.998103604,0.000000000,3.000,280.000,,,0.000000000,0.000000000,0.000000000,0.000000000,microspread_converged,1274.896,9975,200,9993.952500000,1.998790500,1.998509500,-0.997500000,-4.994800000,0.000000000,-4.997903982,1786794586343.715,1786794586345.010,1786794586345.014,1786794586345.596,1786794586361.744,1786794586655.261,1786794586931.311,1786794587273.570,1786794587601.601,18.029,293.518,569.567,328.031,1257.886
1786794613824,2a44a8685b3b478582af56f1f030cf62,crossing,XRP_USDT,-1,-1.996107597,1.197954194,0.798153403,0.997954194,-1.996107597,0.000000000,0.000,217.000,,,,,,,,,,,,,,,,,,1786794613824.164,,,,,,,,,,,,,
1786794613825,2a44a8685b3b478582af56f1f030cf62,demo_ioc_request,XRP_USDT,-1,-1.996107597,1.197954194,0.798153403,0.997954194,-1.996107597,0.000000000,3.000,220.000,,1.329,,,,,,,,,,,,,,,,1786794613824.164,1786794613825.169,1786794613825.173,1786794613825.493,,,,,,,,,,
