symbol,direction,signal_ms,entry_ms,exit_ms,entry_price,exit_price,impulse_bps,entry_spread_bps,pnl_bps,pnl_usdt,mfe_bps,mae_bps,hold_ms,signal_to_fill_ms,exit_decision_to_fill_ms,exit_reason
LINK_USDT,SHORT,1786833507244,1786833507440,1786833524830,9.536,9.544,-2.096985590907697,1.0486027368544246,-8.389261744967381,-8.389261744967381,0.0,-8.389261744967381,17390,196,347,live_adverse_cut
LINK_USDT,LONG,1786833554158,1786833554319,1786833576153,9.546,9.543,2.0954476476706985,1.0476140589800909,-3.1426775612823317,-3.1426775612823317,0.0,-3.1426775612823317,21834,161,439,live_adverse_cut
LINK_USDT,SHORT,1786833642713,1786833642873,1786833667488,9.532,9.537,-3.145313508840621,1.0490427484914198,-5.2454888795643955,-5.2454888795643955,0.0,-5.2454888795643955,24615,160,333,live_adverse_cut
LINK_USDT,SHORT,1786833707969,1786833708137,1786833713319,9.536,9.534,-2.0974254179973304,1.0486027368544246,2.0973154362404482,2.0973154362404482,2.0973154362404482,-1.048657718122087,5182,168,1999,binance_target_caught
LINK_USDT,SHORT,1786833786027,1786833786235,1786833799415,9.529,9.528,-2.0989662668219053,1.049372999632138,1.0494280617057885,1.0494280617057885,2.098856123413441,-1.0494280617057885,13180,208,187,binance_target_caught
LINK_USDT,SHORT,1786833803059,1786833803224,1786833837219,9.528,9.53,-2.099186572916895,1.0494831295581106,-2.099076406380029,-2.099076406380029,1.0495382031918787,-3.1486146095719074,33995,165,2768,live_adverse_cut
LINK_USDT,SHORT,1786833863591,1786833863751,1786833875417,9.529,9.527,-1.574183395616444,1.049372999632138,2.098856123413441,2.098856123413441,2.098856123413441,-1.0494280617057885,11666,160,335,binance_target_caught
LINK_USDT,SHORT,1786833895693,1786833895859,1786833901636,9.526,9.523,-3.1492756926254546,1.049703458772315,3.1492756665968025,3.1492756665968025,5.248792777660094,-1.0497585555316458,5777,166,314,binance_target_caught
LINK_USDT,SHORT,1786833917628,1786833917791,1786833923762,9.523,9.526,-2.100288797427608,1.0500341261085169,-3.150267772760804,-3.150267772760804,1.0500892575863128,-3.150267772760804,5971,163,338,live_adverse_cut
LINK_USDT,LONG,1786833966954,1786833967118,1786833988495,9.526,9.524,2.0996273238642273,1.0498136580751096,-2.0995171110651563,-2.0995171110651563,0.0,-2.0995171110651563,21377,164,1750,live_adverse_cut
LINK_USDT,LONG,1786834038545,1786834038726,1786834040912,9.528,9.528,2.099186572917121,1.049593282604274,0.0,0.0,1.0495382031900145,-1.0495382031918787,2186,181,179,binance_target_caught
XRP_USDT,SHORT,1786834070854,1786834071057,1786834078370,1.0047,1.0049,-1.9903468245033478,0.9952724558346752,-1.9906439733251515,-1.9906439733251515,0.0,-1.9906439733251515,7313,203,2339,live_adverse_cut
DOGE_USDT,LONG,1786834079147,1786834079307,1786834083538,0.06994,0.06992,2.8602073845326963,1.4298991921064022,-2.859593937661728,-2.859593937661728,0.0,-2.859593937661728,4231,160,345,live_adverse_cut
DOGE_USDT,LONG,1786834108076,1786834108256,1786834127753,0.06995,0.06992,2.144925472064276,1.4296947601681496,-4.28877769835629,-4.28877769835629,0.0,-4.28877769835629,19497,180,410,live_adverse_cut
XRP_USDT,SHORT,1786834138895,1786834139098,1786834141698,1.005,1.0046,-1.9901487701906317,0.9949753743615843,3.980099502487124,3.980099502487124,5.970149253730686,-0.9950248756239904,2600,203,358,binance_target_caught
LINK_USDT,LONG,1786834149276,1786834149470,1786834152205,9.534,9.537,3.1463031198202067,1.0489327109678734,3.146633102580358,3.146633102580358,3.146633102580358,0.0,2735,194,1143,binance_target_caught
LINK_USDT,LONG,1786834184254,1786834184414,1786834218112,9.536,9.533,3.1456433099910055,1.0487127051538419,-3.1459731543625358,-3.1459731543625358,1.048657718122087,-3.1459731543625358,33698,160,397,live_adverse_cut
LINK_USDT,SHORT,1786834221359,1786834221521,1786834242215,9.53,9.532,-2.0983056259113293,1.049262892819078,-2.098635886674363,-2.098635886674363,0.0,-2.098635886674363,20694,162,593,live_adverse_cut
LINK_USDT,SHORT,1786834250810,1786834251016,1786834254235,9.532,9.531,-2.0980855046789193,1.0490427484914198,1.0490977759121336,1.0490977759121336,1.0490977759121336,-1.0490977759121336,3219,206,1614,binance_target_caught
DOGE_USDT,SHORT,1786834255996,1786834256161,1786834318542,0.06986,0.06986,-2.8622540445843807,1.431331854289862,-0.0,-0.0,0.0,-1.4314342971652052,62381,165,874,timeout
LINK_USDT,LONG,1786834323877,1786834324042,1786834332965,9.527,9.523,1.5747618205301799,1.049703458772315,-4.19859347118669,-4.19859347118669,0.0,-2.099296735592413,8923,165,714,live_adverse_cut
LINK_USDT,SHORT,1786834345663,1786834345823,1786834365283,9.521,9.518,-2.10050938124686,1.0502546867609577,3.150929524209761,3.150929524209761,5.2515492070168905,-1.0503098414026317,19460,160,196,binance_target_caught
LINK_USDT,LONG,1786834368429,1786834368598,1786834373850,9.517,9.519,2.626671234664699,1.0508064939835504,2.1015025743413553,2.1015025743413553,3.1522538615110998,-1.0507512871697444,5252,169,197,positive_trailing_stop
LINK_USDT,LONG,1786834388620,1786834388805,1786834414664,9.517,9.517,1.5759199465295233,1.0508064939835504,0.0,0.0,2.1015025743413553,-2.101502574339489,25859,185,217,live_adverse_cut
LINK_USDT,LONG,1786834421490,1786834421654,1786834425209,9.517,9.519,1.5760855321710017,1.0508064939835504,2.1015025743413553,2.1015025743413553,2.1015025743413553,0.0,3555,164,385,binance_target_caught
LINK_USDT,SHORT,1786834438237,1786834438419,1786834441126,9.518,9.517,-2.1011714107887434,1.05058570152802,1.0506408909447595,1.0506408909447595,1.0506408909447595,-1.0506408909428933,2707,182,502,binance_target_caught
LINK_USDT,LONG,1786834444757,1786834444927,1786834455297,9.518,9.52,1.5759199465295233,1.0506960861583632,2.1012817818857865,2.1012817818857865,2.1012817818857865,-1.0506408909447595,10370,170,445,binance_target_caught
LINK_USDT,SHORT,1786834472928,1786834473096,1786834474336,9.519,9.517,-2.100950687911323,1.0504753400908091,2.101061035823792,2.101061035823792,2.101061035823792,-1.0505305179109632,1240,168,345,binance_target_caught
XRP_USDT,SHORT,1786834503525,1786834503688,1786834537519,1.004,1.0037,-1.9921310888136672,0.9959663363377221,2.988047808764611,2.988047808764611,2.988047808764611,-0.9960159362548704,33831,163,342,binance_target_caught
LINK_USDT,SHORT,1786834546742,1786834546927,1786834549565,9.517,9.517,-2.1011714107887434,2.1012817818876526,-0.0,-0.0,1.0507512871697444,-2.1015025743413553,2638,185,342,binance_target_caught
XRP_USDT,SHORT,1786834631503,1786834631670,1786834692723,1.004,1.0039,-1.9921310888136672,0.9959663363377221,0.9960159362548704,0.9960159362548704,0.9960159362548704,-0.9960159362548704,61053,167,893,timeout
LINK_USDT,SHORT,1786834792117,1786834792276,1786834798923,9.53,9.528,-2.0987460069678283,1.049262892819078,2.0986358866724992,2.0986358866724992,3.1479538300106125,-1.0493179433381135,6647,159,1775,binance_target_caught
LINK_USDT,SHORT,1786834809353,1786834809549,1786834814770,9.526,9.52,-2.0994069252561314,2.099296735594277,6.298551333193605,6.298551333193605,6.298551333193605,-2.0995171110651563,5221,196,200,binance_target_caught
LINK_USDT,SHORT,1786834824561,1786834824720,1786834835956,9.521,9.52,-2.10050938124686,1.0502546867609577,1.0503098414044973,1.0503098414044973,1.0503098414044973,-1.0503098414026317,11236,159,355,binance_target_caught
XRP_USDT,LONG,1786834838097,1786834838257,1786834838992,1.0033,1.0034,2.990132584820333,0.9967605282829702,0.9967108541810922,0.9967108541810922,1.9934217083621844,-0.9967108541810922,735,160,168,binance_target_caught
LINK_USDT,SHORT,1786834860309,1786834860492,1786834867081,9.52,9.522,-2.1007300114003242,1.0503650018394224,-2.1008403361351555,-2.1008403361351555,0.0,-2.1008403361351555,6589,183,333,live_adverse_cut
DOGE_USDT,LONG,1786834954937,1786834955115,1786834964469,0.06984,0.06985,2.864303635768885,1.43194673158103,1.431844215348815,1.431844215348815,1.431844215348815,-1.431844215348815,9354,178,346,binance_target_caught
LINK_USDT,SHORT,1786835000630,1786835000860,1786835066222,9.53,9.531,-2.0987460069678283,1.049262892819078,-1.0493179433381135,-1.0493179433381135,1.0493179433362496,-1.0493179433381135,65362,230,426,timeout
XRP_USDT,LONG,1786835097075,1786835097249,1786835137191,1.0036,1.0034,1.9927265546939004,0.9964625579192763,-1.9928258270224988,-1.992825827022499,0.9964129135112494,-1.9928258270224988,39942,174,234,live_adverse_cut
XRP_USDT,SHORT,1786835156327,1786835156540,1786835169303,1.0032,1.0034,-1.9933223766604842,0.9967605282829702,-1.9936204146728265,-1.9936204146728265,0.0,-1.9936204146728265,12763,213,1133,live_adverse_cut
LINK_USDT,LONG,1786835176970,1786835177166,1786835200942,9.532,9.53,2.098305625910834,1.049152809106065,-2.0981955518261306,-2.0981955518261306,0.0,-2.0981955518261306,23776,196,663,live_adverse_cut
LINK_USDT,LONG,1786835226955,1786835227115,1786835289089,9.534,9.53,2.0976454007374907,1.0489327109678734,-4.19551080344172,-4.19551080344172,1.0488777008594983,-4.19551080344172,61974,160,426,live_adverse_cut
LINK_USDT,SHORT,1786835328505,1786835328666,1786835331266,9.529,9.528,-2.0987460069678283,1.049372999632138,1.0494280617057885,1.0494280617057885,1.0494280617057885,-1.0494280617057885,2600,161,837,binance_target_caught
LINK_USDT,LONG,1786835346132,1786835346307,1786835363761,9.528,9.524,2.0989662668228686,1.049593282604274,-4.198152812763786,-4.198152812763786,1.0495382031900145,-4.198152812763786,17454,175,664,live_adverse_cut
